hour_sin,hour_cos,is_weekend,environmental_isolation_indicator,cctv_coverage,police_proximity,transit_access,infrastructure_score,historical_baseline,validated_report_signal,target_risk_score
0.7091470245426238,-0.7050606339757902,0.0,0.26170568373590597,0.672702994208898,0.5719958782835928,0.3936355202774421,0.648256954077822,0.03879945472888746,0.0,0.0
-0.30474544107798307,0.9524338381967461,0.0,0.24697879907199982,0.7966813971913723,0.8054323292999863,0.4734356593750214,0.17238636210516622,0.18677252823112933,0.0,0.0
-0.993607013953309,-0.1128942063295941,1.0,0.9062545805210367,0.250467898792499,0.760160929790159,0.8545473932021803,0.8723945633548149,0.8312458050899425,0.0,39.80739506511746
-0.5809452546235756,-0.8139426338080277,1.0,0.2495461998495061,0.6248740996069989,0.15389990469377368,0.34000438605989214,0.6131162390692415,0.7667683563383357,0.0,24.989707848508623
0.8306611155250836,0.5567783321525935,1.0,0.271949726128631,0.5717459831437487,0.1492494697414739,0.8696496848121713,0.15720388355695425,0.3506426914571469,0.0,10.019673370702595
0.8305767256191273,0.5569042133615161,0.0,0.7593982624179637,0.8328303767882711,0.2681743677449133,0.08813443097669149,0.9623380574812068,0.3768106277742125,0.0,29.990395569102667
0.356902679914622,0.9341415722842876,0.0,0.44973984245054,0.9060870604812605,0.3610747263410372,0.7767984372086307,0.5183654633353206,0.5335544335535795,0.0,11.57988367620363
-0.745203575725982,0.6668370346083147,1.0,0.7767105569551812,0.012156771477386807,0.4084555814084826,0.8475476330547363,0.072898451871655,0.0002410046851345493,0.0,23.67539822818893
-0.5934386130800211,-0.804879253370132,0.0,0.06536615756438524,0.6740199190587927,0.6796972168333453,0.18181765283733875,0.6268329044150672,0.24124433603802786,0.0,4.124271579755391
-0.9655004873279975,-0.2604012460980155,0.0,0.4875711936733843,0.05183579911972902,0.056680432165835404,0.43034653237220044,0.2531989070128102,0.20823180860821444,0.0,15.662070509262591
0.12897590750357515,0.9916477274131319,0.0,0.03361360018328263,0.5488586650773559,0.034672704226066386,0.16549977466365562,0.8036934518773025,0.25048294674976346,0.0,0.0
-0.18793766729175437,0.9821809574680899,1.0,0.06265320345535452,0.2876327290436782,0.391910562943909,0.7066041289942178,0.8178220735661906,0.8059058425334413,0.0,20.37489448380023
-0.8688100205733447,0.49514558278484566,1.0,0.906437453344411,0.3067765995221412,0.6971636921379805,0.5353477680616567,0.9789473558546619,0.27967385654644317,0.0,26.550434905445915
0.9721334342823116,0.2344282106540905,0.0,0.13924537111759516,0.3529585034523566,0.19343534295648257,0.635323346708321,0.5018695310245037,0.19152132205014816,0.0,0.0
0.9096497052716458,0.4153762315048948,1.0,0.5324206822752171,0.6212924490496101,0.6415044812562517,0.19648696695621115,0.45495687972773713,0.5042634607930315,0.0,14.848337106241651
0.9137272651170562,0.4063280509412376,1.0,0.41109560260070654,0.3340499656687692,0.25982813794029946,0.21174586205241952,0.7534756054464806,0.8656450363727319,0.0,26.62660142808137
0.9424828733430509,-0.3342544441814148,0.0,0.3473433262588427,0.7326990505902804,0.8860861088135163,0.04149732550990637,0.13247065634192656,0.24134970383749987,0.0,0.0
-0.15492273883096372,-0.9879265888683799,0.0,0.8998333456872725,0.4045273855738697,0.8956899442666165,0.3220675351957297,0.5469155137931242,0.0785362427927987,0.0,17.02603799039773
0.41468995970402817,-0.9099627669969094,1.0,0.0218233967754895,0.06835320030995862,0.2972872042813265,0.559744661333675,0.5462476001308509,0.3564047358496647,0.0,0.0
